d,u_*,threshold_type,p,rho_f,rho_s,sediment,nu,T,g,gamma,molecular_mass,fluid1,fluid1_proportion,fluid2,fluid2_proportion,flow_depth,tunnel,ref,reffull
m,m/s,word,Pa,kg/m^3,kg/m^3,word,m^2/s,K,m/s^2,unitless,g/mol,word,%,word,%,m,word,word,string
0.0009165,0.237712988566431,no-motion-ramp-down,800000,9.43797140197524,2500,beach sand,1.93777484501007E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.197346342280302,no-motion-ramp-down,1250000,14.7126767807576,2500,beach sand,1.24305480526776E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.176150688902909,no-motion-ramp-down,1500000,17.6178222047638,2500,beach sand,1.03807742853296E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.163578074627359,no-motion-ramp-down,2000000,23.4139313840514,2500,beach sand,7.81101783834966E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.162706836189467,no-motion-ramp-down,2000000,23.4139313840514,2500,beach sand,7.81101783834966E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0009165,0.186210641336953,no-motion-ramp-down,1500000,17.6502819301717,2500,beach sand,1.03616835374222E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.071638553934417,no-motion-ramp-down,1250000,14.6469639317975,3300,basalt,1.24863170660021E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.088110690322901,no-motion-ramp-down,800000,9.46182208577792,3300,basalt,1.93289024089364E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.12555674682659,no-motion-ramp-down,300000,3.53715974994004,3300,basalt,5.17043754412903E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.127758524380946,no-motion-ramp-down,300000,3.52218644638707,3300,basalt,5.19241779191782E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.088169203182803,no-motion-ramp-down,800000,9.41362660791932,3300,basalt,1.94278616864689E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.072412060090134,no-motion-ramp-down,1250000,14.6469639317975,3300,basalt,1.24863170660021E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.076183599584097,no-motion-ramp-down,1250000,14.6590953443237,3300,basalt,1.24759837773712E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.086239507287878,no-motion-ramp-down,500000,9.46182208577792,3300,basalt,1.93289024089364E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0002,0.129618185801703,no-motion-ramp-down,300000,3.55824978884155,3300,basalt,5.13979193591865E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.140763651023367,no-motion-ramp-down,1250000,14.7045618494056,3300,basalt,1.24374080356644E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.172957348718042,no-motion-ramp-down,800000,9.46996452537177,3300,basalt,1.93122830837152E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.110873464532459,no-motion-ramp-down,800000,9.3892818138634,3300,basalt,1.94782347928556E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.16813353964896,no-motion-ramp-down,800000,9.40956914224333,3300,basalt,1.94362391031986E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.154289290369704,no-motion-ramp-down,1250000,14.7045618494056,3300,basalt,1.24374080356644E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006035,0.149992046918091,no-motion-ramp-down,1250000,14.6761595896737,3300,basalt,1.24614777176041E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.03709106083618,no-motion-ramp-down,2000000,23.3756634881348,400,charcoal,7.82380512106324E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.042016233732548,no-motion-ramp-down,1500000,17.6202566841694,400,charcoal,1.03793400394122E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.043106020245043,no-motion-ramp-down,1250000,14.7381229425888,400,charcoal,1.24090860429881E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.049448929564033,no-motion-ramp-down,800000,9.457750865981,400,charcoal,1.93372228025749E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.074307955422418,no-motion-ramp-down,300000,3.53715974994004,400,charcoal,5.17043754412903E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.133725112231958,no-motion-ramp-down,100000,1.18497789305243,400,charcoal,1.54337592944976E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.154980871494581,no-motion-ramp-down,100000,1.18497789305243,400,charcoal,1.54337592944976E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.078956056178683,no-motion-ramp-down,300000,3.50676807681833,400,charcoal,5.21524753563551E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.052982216997184,no-motion-ramp-down,800000,9.36979948290856,400,charcoal,1.95187352771341E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.044769862059333,no-motion-ramp-down,1250000,14.6469639317975,400,charcoal,1.24863170660021E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.042330723400025,no-motion-ramp-down,1500000,17.5504153297303,400,charcoal,1.04206443135799E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.037086683292327,no-motion-ramp-down,2000000,23.3353611445076,400,charcoal,7.83731756171111E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.038404298727279,no-motion-ramp-down,2000000,23.4220189924022,400,charcoal,7.80832069882817E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.039270380783983,no-motion-ramp-down,1500000,17.7019709547479,400,charcoal,1.03314278491496E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.049053116057521,no-motion-ramp-down,1250000,14.778835140558,400,charcoal,1.2374901943714E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.055344955440681,no-motion-ramp-down,800000,9.49400515409689,400,charcoal,1.92633807058553E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.083685208914404,no-motion-ramp-down,300000,3.53062364196675,400,charcoal,5.18000937661094E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000275,0.139295529538769,no-motion-ramp-down,100000,1.18497789305243,400,charcoal,1.54337592944976E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.050135276748712,no-motion-ramp-down,2000000,23.3998900493657,400,charcoal,7.81570491659973E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.053300508334665,no-motion-ramp-down,1500000,17.707837339216,400,charcoal,1.03280051766512E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.056130295385166,no-motion-ramp-down,1250000,14.834919091382,400,charcoal,1.23281181771301E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.070903021647963,no-motion-ramp-down,800000,9.53546289872352,400,charcoal,1.91796284720695E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.099865499853575,no-motion-ramp-down,300000,3.54820669369286,400,charcoal,5.15433996649102E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.142283920257365,no-motion-ramp-down,100000,1.17285045972736,400,charcoal,1.55933464654339E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.156945176804981,no-motion-ramp-down,100000,1.1839711148935,400,charcoal,1.54468832394759E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.092863034870526,no-motion-ramp-down,300000,3.51167015333284,400,charcoal,5.20796736940533E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.070969199826083,no-motion-ramp-down,800000,9.40855542955627,400,charcoal,1.9438333235748E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.060520795914488,no-motion-ramp-down,1250000,14.6515317051839,400,charcoal,1.24824243216846E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.056380496797091,no-motion-ramp-down,1500000,17.5813389380549,400,charcoal,1.04023155660154E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.0524681073507,no-motion-ramp-down,2000000,23.3366355768258,400,charcoal,7.83688955953592E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.052435384509946,no-motion-ramp-down,2000000,23.4609506472076,400,charcoal,7.79536338730963E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.057893945487454,no-motion-ramp-down,1500000,17.7841547048626,400,charcoal,1.02836844787858E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.058681353702581,no-motion-ramp-down,1250000,14.8455172645719,400,charcoal,1.23193171680969E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.068337933583914,no-motion-ramp-down,800000,9.56728662124852,400,charcoal,1.91158311595408E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.108547263101451,no-motion-ramp-down,300000,3.56592393104588,400,charcoal,5.12873070887634E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0004625,0.149990663294832,no-motion-ramp-down,100000,1.18881931601233,400,charcoal,1.538388830358E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.055861211570994,no-motion-ramp-down,2000000,23.2982037801105,400,charcoal,7.84981698300921E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.06003487607776,no-motion-ramp-down,1500000,17.7124568253684,400,charcoal,1.03253115877626E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.057445154622904,no-motion-ramp-down,1250000,14.8049575302158,400,charcoal,1.23530672299102E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.081788297751892,no-motion-ramp-down,800000,9.50631227820117,400,charcoal,1.92384418220824E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.115190531178424,no-motion-ramp-down,300000,3.5277507052701,400,charcoal,5.18422788303908E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.190619924694536,no-motion-ramp-down,100000,1.18639026241244,400,charcoal,1.54153857715279E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.175079849743785,no-motion-ramp-down,100000,1.1811612156549,400,charcoal,1.54836302854152E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.109359468017442,no-motion-ramp-down,300000,3.51865542623127,400,charcoal,5.19762845612322E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.076277572964194,no-motion-ramp-down,800000,9.39496226580978,400,charcoal,1.94664577176944E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.075486663757342,no-motion-ramp-down,1250000,14.685620309092,400,charcoal,1.24534498276177E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.068933262488616,no-motion-ramp-down,1500000,17.6137647390878,400,charcoal,1.03831655762306E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.058956766478073,no-motion-ramp-down,2000000,23.4006783225693,400,charcoal,7.81544163744738E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.057962589258942,no-motion-ramp-down,2000000,23.4874420440035,400,charcoal,7.78657102651213E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.063366733687154,no-motion-ramp-down,1500000,17.744193730932,400,charcoal,1.0306843944558E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.075002231320219,no-motion-ramp-down,1250000,14.8385448414651,400,charcoal,1.23251058416226E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.081576134778718,no-motion-ramp-down,800000,9.53305593523399,400,charcoal,1.91844710604052E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0006535,0.119438551275504,no-motion-ramp-down,300000,3.57182705638992,400,charcoal,5.12025450335116E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.044472101071579,no-motion-ramp-down,2000000,23.3863716867774,1100,walnut shells,7.82022274152617E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.160819726099535,no-motion-ramp-down,100000,1.19085113846322,1100,walnut shells,1.53576404136233E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.163897635822036,no-motion-ramp-down,100000,1.18196268212863,1100,walnut shells,1.54731311294325E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.089836606217565,no-motion-ramp-down,300000,3.49606999523897,1100,walnut shells,5.23120635329898E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.062185966455034,no-motion-ramp-down,800000,9.36231376253241,1100,walnut shells,1.95343416537293E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.051082840668774,no-motion-ramp-down,1500000,17.5377577152455,1100,walnut shells,1.04281652578504E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.047042084334775,no-motion-ramp-down,2000000,23.2929586278238,1100,walnut shells,7.85158461957938E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.044883453417859,no-motion-ramp-down,2000000,23.4064458863958,1100,walnut shells,7.81351584065212E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.052849797085351,no-motion-ramp-down,1500000,17.704066631597,1100,walnut shells,1.033020489091E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.057725898212139,no-motion-ramp-down,1250000,14.7984424742939,1100,walnut shells,1.23585057025028E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.065969826362652,no-motion-ramp-down,800000,9.55174485586043,1100,walnut shells,1.91469347712435E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.098472805889617,no-motion-ramp-down,300000,3.56679587704147,1100,walnut shells,5.12747692919334E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.163408882835135,no-motion-ramp-down,100000,1.18639026241244,1100,walnut shells,1.54153857715279E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.042481331278523,no-motion-ramp-down,2000000,23.3744717136432,2500,glass,7.82420402682184E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.05257951650945,no-motion-ramp-down,1500000,17.7239555416513,2500,glass,1.03186128670283E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.058090081463579,no-motion-ramp-down,1250000,14.8052907839052,2500,glass,1.23527891735525E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.067804418840237,no-motion-ramp-down,800000,9.49307078556434,2500,glass,1.9265276730563E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.099016793425217,no-motion-ramp-down,300000,3.64707602985951,2500,glass,5.01460990144934E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.099664741128516,no-motion-ramp-down,300000,3.54197180117002,2500,glass,5.16341309228683E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.062701430847081,no-motion-ramp-down,800000,9.39492626032661,2500,glass,1.9466532321709E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.059907731873387,no-motion-ramp-down,1250000,14.6546919902561,2500,glass,1.24797324862455E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.048353687795172,no-motion-ramp-down,1500000,17.5762177102351,2500,glass,1.04053465154918E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.0438617292283,no-motion-ramp-down,2000000,23.358572424732,2500,glass,7.82952966393957E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.037063117787739,no-motion-ramp-down,2000000,23.4578967043908,2500,glass,7.79637825212555E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.049602486506669,no-motion-ramp-down,1500000,17.7501489802081,2500,glass,1.03033859552753E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.060497210166492,no-motion-ramp-down,1250000,14.8202390690152,2500,glass,1.23403296569678E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.05474750996339,no-motion-ramp-down,800000,9.54941241292135,2500,glass,1.91516114079706E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.0840736507252,no-motion-ramp-down,300000,3.57189113812304,2500,glass,5.12016264310965E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.043518301007553,no-motion-ramp-down,2000000,23.3452735430631,1100,walnut shells,7.83398983821562E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.044153799989616,no-motion-ramp-down,2000000,23.4074612973708,1100,walnut shells,7.81317689190254E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.048231502134001,no-motion-ramp-down,1500000,17.6850242407409,1100,walnut shells,1.03413279629782E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.048992094983302,no-motion-ramp-down,1500000,17.6251256429806,1100,walnut shells,1.03764727362132E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.054420725382026,no-motion-ramp-down,1250000,14.7580100355335,1100,walnut shells,1.23923642324661E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.052852976258157,no-motion-ramp-down,1250000,14.7242485836385,1100,walnut shells,1.24207788715237E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.064636161018735,no-motion-ramp-down,800000,9.47543942071454,1100,walnut shells,1.93011244741755E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.064190586847575,no-motion-ramp-down,800000,9.45304933539375,1100,walnut shells,1.93468402859132E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.095684992301705,no-motion-ramp-down,300000,3.55272471019438,1100,walnut shells,5.14778516843524E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.09750529516463,no-motion-ramp-down,300000,3.53228202144946,1100,walnut shells,5.1775774016955E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.162320559838626,no-motion-ramp-down,100000,1.18760354715328,1100,walnut shells,1.53996370375539E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.146705153756585,no-motion-ramp-down,100000,1.18056082872726,1100,walnut shells,1.54915046524021E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.168377725560932,no-motion-ramp-down,100000,1.17976126162348,1100,walnut shells,1.55020038083848E-05,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.096437441171304,no-motion-ramp-down,300000,3.49761397256712,1100,walnut shells,5.22889710360141E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.065609607669219,no-motion-ramp-down,800000,9.34265908204275,1100,walnut shells,1.9575437153459E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.055192269491949,no-motion-ramp-down,1250000,14.5810277645515,1100,walnut shells,1.25427808423315E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.051237156222849,no-motion-ramp-down,1500000,17.5313729842473,1100,walnut shells,1.04319630796203E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.0001375,0.045691345522136,no-motion-ramp-down,2000000,23.3077471965904,1100,walnut shells,7.84660285544346E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.046080804120909,no-motion-ramp-down,2000000,23.3514109899354,2500,glass,7.83193083216881E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.046698401576896,no-motion-ramp-down,1500000,17.7332237797871,2500,glass,1.03132198622103E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.05140726555371,no-motion-ramp-down,1250000,14.8069879248221,2500,glass,1.23513733269231E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.041931240603669,no-motion-ramp-down,800000,9.50944453792903,2500,glass,1.92321049854453E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.102269543691831,no-motion-ramp-down,300000,3.56555125899649,2500,glass,5.12926676471882E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.086477060702785,no-motion-ramp-down,300000,3.53935389231968,2500,glass,5.16723224833719E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.047490842966448,no-motion-ramp-down,800000,9.38305594301224,2500,glass,1.94911590442898E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.050486181533762,no-motion-ramp-down,1250000,15.1612575622388,2500,glass,1.20627616116901E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.038871611813847,no-motion-ramp-down,1500000,17.6086242375057,2500,glass,1.03861967431379E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.042930397780753,no-motion-ramp-down,2000000,23.3726845814624,2500,glass,7.82480228444847E-07,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.024312541717149,no-motion-ramp-down,1500000,17.7588675317952,2500,glass,1.02983276033386E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.043697396207242,no-motion-ramp-down,1250000,14.8498245590673,2500,glass,1.23157438648021E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
0.000165,0.050340930433285,no-motion-ramp-down,800000,9.61169320957324,2500,glass,1.90275148945209E-06,296.65,9.81,1.4,28.964,air,100,none,0,0.203,TWT,burr2020,"Burr et al., 2020"
